,date,stid,gauge,discharge,rainfall_inches,rainfall_ft
0,2007-10-01,RA101,2.4,23.9,0.0,0.0
1,2007-10-02,RA101,2.39,23.2,0.0,0.0
2,2007-10-03,RA101,2.39,23.2,0.0,0.0
3,2007-10-04,RA101,2.39,23.2,0.0,0.0
4,2007-10-05,RA101,2.42,25.2,0.0,0.0
5,2007-10-06,RA101,2.43,25.9,0.0,0.0
6,2007-10-07,RA101,2.43,25.9,0.0,0.0
7,2007-10-08,RA101,2.43,25.9,0.0,0.0
8,2007-10-09,RA101,3.48,171.0,0.0,0.0
9,2007-10-10,RA101,4.08,297.0,0.0,0.0
10,2007-10-11,RA101,3.02,92.0,0.1,0.01
11,2007-10-12,RA101,2.86,69.2,0.1,0.01
12,2007-10-13,RA101,2.69,48.5,0.0,0.0
13,2007-10-14,RA101,2.72,51.8,0.0,0.0
14,2007-10-15,RA101,2.69,48.5,0.0,0.0
15,2007-10-16,RA101,2.67,46.4,0.0,0.0
16,2007-10-17,RA101,2.64,43.3,0.0,0.0
17,2007-10-18,RA101,2.61,40.2,0.0,0.0
18,2007-10-19,RA101,3.27,133.0,0.25,0.02
19,2007-10-20,RA101,3.33,143.0,0.2,0.02
20,2007-10-21,RA101,2.7,49.6,0.0,0.0
21,2007-10-22,RA101,2.64,43.3,0.0,0.0
22,2007-10-23,RA101,2.59,38.3,0.0,0.0
23,2007-10-24,RA101,2.68,47.5,0.1,0.01
24,2007-10-25,RA101,3.07,99.6,0.1,0.01
25,2007-10-26,RA101,3.36,149.0,0.2,0.02
26,2007-10-27,RA101,6.56,970.0,1.4,0.12
27,2007-10-28,RA101,4.43,378.0,0.0,0.0
28,2007-10-29,RA101,3.49,173.0,0.0,0.0
29,2007-10-30,RA101,3.18,117.0,0.0,0.0
30,2007-10-31,RA101,3.01,90.5,0.0,0.0
31,2007-11-01,RA101,2.89,73.3,0.0,0.0
32,2007-11-02,RA101,2.81,62.7,0.0,0.0
33,2007-11-03,RA101,2.76,56.4,0.0,0.0
34,2007-11-04,RA101,2.71,50.7,0.0,0.0
35,2007-11-05,RA101,2.69,48.5,0.0,0.0
36,2007-11-06,RA101,2.89,73.3,0.09,0.01
37,2007-11-07,RA101,2.77,57.7,0.0,0.0
38,2007-11-08,RA101,2.66,45.3,0.0,0.0
39,2007-11-09,RA101,2.65,44.3,0.0,0.0
40,2007-11-10,RA101,2.68,47.5,0.0,0.0
41,2007-11-11,RA101,2.68,47.5,0.0,0.0
42,2007-11-12,RA101,2.7,49.6,0.0,0.0
43,2007-11-13,RA101,2.75,55.2,0.03,0.0
44,2007-11-14,RA101,2.7,49.6,0.0,0.0
45,2007-11-15,RA101,3.05,96.5,0.13,0.01
46,2007-11-16,RA101,2.9,74.6,0.0,0.0
47,2007-11-17,RA101,2.69,48.5,0.0,0.0
48,2007-11-18,RA101,2.68,47.5,0.04,0.0
49,2007-11-19,RA101,2.72,51.8,0.05,0.0
50,2007-11-20,RA101,2.76,56.4,0.1,0.01
51,2007-11-21,RA101,2.72,51.8,0.0,0.0
52,2007-11-22,RA101,2.75,55.2,0.0,0.0
53,2007-11-23,RA101,2.68,47.5,0.0,0.0
54,2007-11-24,RA101,2.65,44.3,0.0,0.0
55,2007-11-25,RA101,2.63,42.2,0.0,0.0
56,2007-11-26,RA101,3.46,167.0,0.2,0.02
57,2007-11-27,RA101,3.05,96.5,0.1,0.01
58,2007-11-28,RA101,2.9,74.6,0.0,0.0
59,2007-11-29,RA101,2.8,61.4,0.0,0.0
60,2007-11-30,RA101,2.78,58.9,0.0,0.0
61,2007-12-01,RA101,2.73,52.9,0.0,0.0
62,2007-12-02,RA101,2.95,81.7,0.09,0.01
63,2007-12-03,RA101,4.28,343.0,0.22,0.02
64,2007-12-04,RA101,3.21,122.0,0.0,0.0
65,2007-12-05,RA101,3.06,98.1,0.0,0.0
66,2007-12-06,RA101,3.0,89.0,0.0,0.0
67,2007-12-07,RA101,2.93,78.8,0.0,0.0
68,2007-12-08,RA101,2.88,71.9,0.0,0.0
69,2007-12-09,RA101,3.06,98.1,0.07,0.01
70,2007-12-10,RA101,3.22,124.0,0.01,0.0
71,2007-12-11,RA101,2.94,80.2,0.0,0.0
72,2007-12-12,RA101,2.89,73.3,0.0,0.0
73,2007-12-13,RA101,4.36,361.0,0.18,0.02
74,2007-12-14,RA101,3.9,258.0,0.0,0.0
75,2007-12-15,RA101,3.38,152.0,0.0,0.0
76,2007-12-16,RA101,5.19,573.0,0.3,0.02
77,2007-12-17,RA101,4.38,366.0,0.0,0.0
78,2007-12-18,RA101,3.75,225.0,0.0,0.0
79,2007-12-19,RA101,3.63,201.0,0.0,0.0
80,2007-12-20,RA101,3.33,143.0,0.0,0.0
81,2007-12-21,RA101,3.17,116.0,0.0,0.0
82,2007-12-22,RA101,3.06,98.1,0.0,0.0
83,2007-12-23,RA101,4.28,343.0,0.24,0.02
84,2007-12-24,RA101,4.22,329.0,0.0,0.0
85,2007-12-25,RA101,3.54,183.0,0.0,0.0
86,2007-12-26,RA101,3.53,181.0,0.06,0.0
87,2007-12-27,RA101,3.55,185.0,0.0,0.0
88,2007-12-28,RA101,3.32,141.0,0.06,0.0
89,2007-12-29,RA101,4.69,442.0,0.22,0.02
90,2007-12-30,RA101,3.82,240.0,0.05,0.0
91,2007-12-31,RA101,4.64,429.0,0.21,0.02
92,2008-01-01,RA101,3.89,255.0,0.04,0.0
93,2008-01-02,RA101,3.63,201.0,0.0,0.0
94,2008-01-03,RA101,3.4,156.0,0.0,0.0
95,2008-01-04,RA101,3.21,122.0,0.0,0.0
96,2008-01-05,RA101,3.14,111.0,0.0,0.0
97,2008-01-06,RA101,3.11,106.0,0.0,0.0
98,2008-01-07,RA101,3.11,106.0,0.0,0.0
99,2008-01-08,RA101,3.11,106.0,0.0,0.0
100,2008-01-09,RA101,3.1,104.0,0.0,0.0
101,2008-01-10,RA101,3.08,101.0,0.02,0.0
102,2008-01-11,RA101,3.8,236.0,0.14,0.01
103,2008-01-12,RA101,3.74,223.0,0.0,0.0
104,2008-01-13,RA101,3.74,223.0,0.12,0.01
105,2008-01-14,RA101,3.87,251.0,0.02,0.0
106,2008-01-15,RA101,3.69,213.0,0.0,0.0
107,2008-01-16,RA101,3.53,181.0,0.0,0.0
108,2008-01-17,RA101,3.56,187.0,0.09,0.01
109,2008-01-18,RA101,4.56,410.0,0.08,0.01
110,2008-01-19,RA101,4.02,284.0,0.0,0.0
111,2008-01-20,RA101,3.69,213.0,0.0,0.0
112,2008-01-21,RA101,3.46,167.0,0.0,0.0
113,2008-01-22,RA101,3.3,138.0,0.0,0.0
114,2008-01-23,RA101,3.25,129.0,0.0,0.0
115,2008-01-24,RA101,3.18,117.0,0.0,0.0
116,2008-01-25,RA101,3.12,107.0,0.0,0.0
117,2008-01-26,RA101,3.07,99.6,0.0,0.0
118,2008-01-27,RA101,3.03,93.5,0.0,0.0
119,2008-01-28,RA101,3.01,90.5,0.0,0.0
120,2008-01-29,RA101,2.99,87.5,0.02,0.0
121,2008-01-30,RA101,3.05,96.5,0.1,0.01
122,2008-01-31,RA101,3.02,92.0,0.0,0.0
123,2008-02-01,RA101,6.17,850.0,0.4,0.03
124,2008-02-02,RA101,6.01,803.0,0.0,0.0
125,2008-02-03,RA101,4.42,376.0,0.0,0.0
126,2008-02-04,RA101,3.96,271.0,0.0,0.0
127,2008-02-05,RA101,3.69,213.0,0.0,0.0
128,2008-02-06,RA101,3.53,181.0,0.0,0.0
129,2008-02-07,RA101,3.43,162.0,0.0,0.0
130,2008-02-08,RA101,3.36,149.0,0.0,0.0
131,2008-02-09,RA101,3.28,134.0,0.03,0.0
132,2008-02-10,RA101,3.23,126.0,0.0,0.0
133,2008-02-11,RA101,3.17,116.0,0.0,0.0
134,2008-02-12,RA101,3.16,114.0,0.07,0.01
135,2008-02-13,RA101,6.93,1090.0,0.24,0.02
136,2008-02-14,RA101,5.94,782.0,0.0,0.0
137,2008-02-15,RA101,4.91,499.0,0.0,0.0
138,2008-02-16,RA101,4.39,368.0,0.0,0.0
139,2008-02-17,RA101,3.99,278.0,0.1,0.01
140,2008-02-18,RA101,3.88,253.0,0.1,0.01
141,2008-02-19,RA101,3.78,232.0,0.0,0.0
142,2008-02-20,RA101,3.55,185.0,0.0,0.0
143,2008-02-21,RA101,3.38,152.0,0.0,0.0
144,2008-02-22,RA101,3.49,173.0,0.09,0.01
145,2008-02-23,RA101,3.49,173.0,0.0,0.0
146,2008-02-24,RA101,3.4,156.0,0.0,0.0
147,2008-02-25,RA101,3.39,154.0,0.0,0.0
148,2008-02-26,RA101,3.61,197.0,0.05,0.0
149,2008-02-27,RA101,3.64,203.0,0.0,0.0
150,2008-02-28,RA101,3.46,167.0,0.0,0.0
151,2008-02-29,RA101,3.31,140.0,0.02,0.0
152,2008-03-01,RA101,3.32,141.0,0.09,0.01
153,2008-03-02,RA101,3.25,129.0,0.0,0.0
154,2008-03-03,RA101,3.2,121.0,0.0,0.0
155,2008-03-04,RA101,3.17,116.0,0.08,0.01
156,2008-03-05,RA101,4.84,481.0,0.24,0.02
157,2008-03-06,RA101,3.99,278.0,0.0,0.0
158,2008-03-07,RA101,4.67,437.0,0.1,0.01
159,2008-03-08,RA101,7.44,1260.0,0.3,0.02
160,2008-03-09,RA101,6.15,844.0,0.0,0.0
161,2008-03-10,RA101,4.61,422.0,0.0,0.0
162,2008-03-11,RA101,4.19,322.0,0.0,0.0
163,2008-03-12,RA101,3.91,260.0,0.0,0.0
164,2008-03-13,RA101,3.67,209.0,0.0,0.0
165,2008-03-14,RA101,3.53,181.0,0.01,0.0
166,2008-03-15,RA101,3.44,164.0,0.04,0.0
167,2008-03-16,RA101,3.37,150.0,0.02,0.0
168,2008-03-17,RA101,3.33,143.0,0.0,0.0
169,2008-03-18,RA101,3.26,131.0,0.02,0.0
170,2008-03-19,RA101,4.34,357.0,0.1,0.01
171,2008-03-20,RA101,4.74,455.0,0.3,0.02
172,2008-03-21,RA101,3.95,269.0,0.0,0.0
173,2008-03-22,RA101,3.66,207.0,0.0,0.0
174,2008-03-23,RA101,3.49,173.0,0.0,0.0
175,2008-03-24,RA101,3.36,149.0,0.0,0.0
176,2008-03-25,RA101,3.29,136.0,0.0,0.0
177,2008-03-26,RA101,3.29,136.0,0.0,0.0
178,2008-03-27,RA101,3.21,122.0,0.0,0.0
179,2008-03-28,RA101,3.2,121.0,0.0,0.0
180,2008-03-29,RA101,3.15,112.0,0.0,0.0
181,2008-03-30,RA101,3.08,101.0,0.0,0.0
182,2008-03-31,RA101,3.08,101.0,0.0,0.0
183,2008-04-01,RA101,3.18,117.0,0.1,0.01
184,2008-04-02,RA101,3.16,114.0,0.0,0.0
185,2008-04-03,RA101,3.04,95.0,0.0,0.0
186,2008-04-04,RA101,3.87,251.0,0.0,0.0
187,2008-04-05,RA101,3.39,154.0,0.0,0.0
188,2008-04-06,RA101,3.27,133.0,0.0,0.0
189,2008-04-07,RA101,3.17,116.0,0.0,0.0
190,2008-04-08,RA101,3.12,107.0,0.0,0.0
191,2008-04-09,RA101,3.07,99.6,0.0,0.0
192,2008-04-10,RA101,3.04,95.0,0.0,0.0
193,2008-04-11,RA101,3.06,98.1,0.1,0.01
194,2008-04-12,RA101,4.04,289.0,0.18,0.02
195,2008-04-13,RA101,3.36,149.0,0.0,0.0
196,2008-04-14,RA101,3.19,119.0,0.0,0.0
197,2008-04-15,RA101,3.11,106.0,0.0,0.0
198,2008-04-16,RA101,3.04,95.0,0.0,0.0
199,2008-04-17,RA101,3.01,90.5,0.0,0.0
200,2008-04-18,RA101,2.96,83.1,0.0,0.0
201,2008-04-19,RA101,2.93,78.8,0.0,0.0
202,2008-04-20,RA101,2.91,76.0,0.0,0.0
203,2008-04-21,RA101,2.9,74.6,0.02,0.0
204,2008-04-22,RA101,2.87,70.6,0.0,0.0
205,2008-04-23,RA101,2.86,69.2,0.0,0.0
206,2008-04-24,RA101,2.86,69.2,0.0,0.0
207,2008-04-25,RA101,2.85,67.9,0.0,0.0
208,2008-04-26,RA101,2.8,61.4,0.0,0.0
209,2008-04-27,RA101,2.8,61.4,0.01,0.0
210,2008-04-28,RA101,5.12,554.0,0.56,0.05
211,2008-04-29,RA101,4.74,455.0,0.0,0.0
212,2008-04-30,RA101,3.49,173.0,0.0,0.0
213,2008-05-01,RA101,3.21,122.0,0.0,0.0
214,2008-05-02,RA101,3.08,101.0,0.0,0.0
215,2008-05-03,RA101,3.01,90.5,0.0,0.0
216,2008-05-04,RA101,2.96,83.1,0.0,0.0
217,2008-05-05,RA101,2.92,77.4,0.0,0.0
218,2008-05-06,RA101,2.88,71.9,0.0,0.0
219,2008-05-07,RA101,2.84,66.6,0.0,0.0
220,2008-05-08,RA101,2.82,64.0,0.02,0.0
221,2008-05-09,RA101,4.13,309.0,0.19,0.02
222,2008-05-10,RA101,3.7,215.0,0.0,0.0
223,2008-05-11,RA101,3.29,136.0,0.0,0.0
224,2008-05-12,RA101,3.45,165.0,0.1,0.01
225,2008-05-13,RA101,3.38,152.0,0.0,0.0
226,2008-05-14,RA101,3.19,119.0,0.0,0.0
227,2008-05-15,RA101,3.09,103.0,0.0,0.0
228,2008-05-16,RA101,5.24,586.0,0.6,0.05
229,2008-05-17,RA101,4.21,327.0,0.1,0.01
230,2008-05-18,RA101,4.64,429.0,0.3,0.02
231,2008-05-19,RA101,4.29,345.0,0.1,0.01
232,2008-05-20,RA101,4.73,452.0,0.3,0.02
233,2008-05-21,RA101,4.3,347.0,0.0,0.0
234,2008-05-22,RA101,3.88,253.0,0.1,0.01
235,2008-05-23,RA101,3.55,185.0,0.0,0.0
236,2008-05-24,RA101,3.37,150.0,0.0,0.0
237,2008-05-25,RA101,3.25,129.0,0.0,0.0
238,2008-05-26,RA101,3.16,114.0,0.0,0.0
239,2008-05-27,RA101,3.51,177.0,0.0,0.0
240,2008-05-28,RA101,3.59,193.0,0.1,0.01
241,2008-05-29,RA101,3.23,126.0,0.0,0.0
242,2008-05-30,RA101,3.07,99.6,0.0,0.0
243,2008-05-31,RA101,3.26,131.0,0.1,0.01
244,2008-06-01,RA101,3.15,112.0,0.0,0.0
245,2008-06-02,RA101,3.13,109.0,0.0,0.0
246,2008-06-03,RA101,3.01,90.5,0.0,0.0
247,2008-06-04,RA101,6.7,1010.0,0.7,0.06
248,2008-06-05,RA101,7.34,1230.0,0.1,0.01
249,2008-06-06,RA101,4.79,468.0,0.0,0.0
250,2008-06-07,RA101,4.03,286.0,0.0,0.0
251,2008-06-08,RA101,3.65,205.0,0.0,0.0
252,2008-06-09,RA101,3.4,156.0,0.0,0.0
253,2008-06-10,RA101,3.22,124.0,0.0,0.0
254,2008-06-11,RA101,3.12,107.0,0.1,0.01
255,2008-06-12,RA101,3.0,89.0,0.0,0.0
256,2008-06-13,RA101,2.91,76.0,0.0,0.0
257,2008-06-14,RA101,3.4,156.0,0.2,0.02
258,2008-06-15,RA101,3.25,129.0,0.1,0.01
259,2008-06-16,RA101,2.96,83.1,0.0,0.0
260,2008-06-17,RA101,2.88,71.9,0.0,0.0
261,2008-06-18,RA101,2.83,65.3,0.0,0.0
262,2008-06-19,RA101,2.81,62.7,0.0,0.0
263,2008-06-20,RA101,2.78,58.9,0.0,0.0
264,2008-06-21,RA101,2.76,56.4,0.0,0.0
265,2008-06-22,RA101,2.77,57.7,0.0,0.0
266,2008-06-23,RA101,2.75,55.2,0.0,0.0
267,2008-06-24,RA101,3.05,96.5,0.0,0.0
268,2008-06-25,RA101,2.73,52.9,0.0,0.0
269,2008-06-26,RA101,2.68,47.5,0.0,0.0
270,2008-06-27,RA101,2.66,45.3,0.0,0.0
271,2008-06-28,RA101,2.66,45.3,0.0,0.0
272,2008-06-29,RA101,2.83,65.3,0.1,0.01
273,2008-06-30,RA101,2.96,83.1,0.0,0.0
274,2008-07-01,RA101,2.66,45.3,0.0,0.0
275,2008-07-02,RA101,2.6,39.2,0.0,0.0
276,2008-07-03,RA101,2.57,36.4,0.0,0.0
277,2008-07-04,RA101,2.55,34.6,0.0,0.0
278,2008-07-05,RA101,3.38,152.0,0.1,0.01
279,2008-07-06,RA101,3.7,215.0,0.2,0.02
280,2008-07-07,RA101,3.26,131.0,0.1,0.01
281,2008-07-08,RA101,3.12,107.0,0.0,0.0
282,2008-07-09,RA101,2.8,61.4,0.0,0.0
283,2008-07-10,RA101,2.71,50.7,0.0,0.0
284,2008-07-11,RA101,2.62,41.2,0.0,0.0
285,2008-07-12,RA101,2.56,35.5,0.0,0.0
286,2008-07-13,RA101,2.53,33.1,0.0,0.0
287,2008-07-14,RA101,2.59,38.3,0.1,0.01
288,2008-07-15,RA101,2.58,37.3,0.0,0.0
289,2008-07-16,RA101,2.49,30.0,0.0,0.0
290,2008-07-17,RA101,2.46,28.0,0.0,0.0
291,2008-07-18,RA101,2.45,27.3,0.0,0.0
292,2008-07-19,RA101,2.44,26.6,0.0,0.0
293,2008-07-20,RA101,2.44,26.6,0.0,0.0
294,2008-07-21,RA101,2.5,30.8,0.0,0.0
295,2008-07-22,RA101,2.45,27.3,0.0,0.0
296,2008-07-23,RA101,5.06,539.0,0.45,0.04
297,2008-07-24,RA101,5.63,693.0,0.1,0.01
298,2008-07-25,RA101,3.37,150.0,0.0,0.0
299,2008-07-26,RA101,2.91,76.0,0.0,0.0
300,2008-07-27,RA101,3.7,215.0,0.1,0.01
301,2008-07-28,RA101,3.11,106.0,0.1,0.01
302,2008-07-29,RA101,2.75,62.7,0.0,0.0
303,2008-07-30,RA101,2.65,52.9,0.0,0.0
304,2008-07-31,RA101,2.63,50.7,0.0,0.0
305,2008-08-01,RA101,2.6,47.5,0.0,0.0
306,2008-08-02,RA101,2.61,48.5,0.0,0.0
307,2008-08-03,RA101,2.57,44.3,0.0,0.0
308,2008-08-04,RA101,2.53,40.2,0.0,0.0
309,2008-08-05,RA101,2.53,40.2,0.0,0.0
310,2008-08-06,RA101,2.56,43.3,0.1,0.01
311,2008-08-07,RA101,2.52,39.2,0.0,0.0
312,2008-08-08,RA101,2.76,65.3,0.0,0.0
313,2008-08-09,RA101,2.49,36.4,0.0,0.0
314,2008-08-10,RA101,2.61,44.3,0.07,0.01
315,2008-08-11,RA101,3.05,96.5,0.2,0.02
316,2008-08-12,RA101,2.65,44.3,0.0,0.0
317,2008-08-13,RA101,2.48,29.3,0.0,0.0
318,2008-08-14,RA101,2.49,30.0,0.0,0.0
319,2008-08-15,RA101,2.61,40.2,0.1,0.01
320,2008-08-16,RA101,2.49,30.0,0.0,0.0
321,2008-08-17,RA101,2.46,28.0,0.0,0.0
322,2008-08-18,RA101,2.42,25.2,0.0,0.0
323,2008-08-19,RA101,2.4,23.9,0.0,0.0
324,2008-08-20,RA101,2.38,22.6,0.0,0.0
325,2008-08-21,RA101,2.37,21.9,0.0,0.0
326,2008-08-22,RA101,2.37,21.9,0.0,0.0
327,2008-08-23,RA101,2.37,21.9,0.0,0.0
328,2008-08-24,RA101,2.37,21.9,0.0,0.0
329,2008-08-25,RA101,2.4,23.9,0.0,0.0
330,2008-08-26,RA101,2.34,20.0,0.0,0.0
331,2008-08-27,RA101,2.34,20.0,0.0,0.0
332,2008-08-28,RA101,2.33,19.5,0.0,0.0
333,2008-08-29,RA101,2.33,19.5,0.0,0.0
334,2008-08-30,RA101,3.03,93.5,0.2,0.02
335,2008-08-31,RA101,2.45,27.3,0.0,0.0
336,2008-09-01,RA101,2.36,21.3,0.0,0.0
337,2008-09-02,RA101,2.33,19.5,0.0,0.0
338,2008-09-03,RA101,2.33,19.5,0.0,0.0
339,2008-09-04,RA101,2.32,18.9,0.1,0.01
340,2008-09-05,RA101,2.42,25.2,0.0,0.0
341,2008-09-06,RA101,6.83,1060.0,0.6,0.05
342,2008-09-07,RA101,6.52,957.0,0.0,0.0
343,2008-09-08,RA101,3.44,164.0,0.0,0.0
344,2008-09-09,RA101,3.66,207.0,0.2,0.02
345,2008-09-10,RA101,3.24,127.0,0.0,0.0
346,2008-09-11,RA101,2.92,77.4,0.0,0.0
347,2008-09-12,RA101,5.18,570.0,0.5,0.04
348,2008-09-13,RA101,5.14,559.0,0.0,0.0
349,2008-09-14,RA101,3.13,109.0,0.0,0.0
350,2008-09-15,RA101,2.92,77.4,0.0,0.0
351,2008-09-16,RA101,2.79,60.2,0.0,0.0
352,2008-09-17,RA101,2.72,51.8,0.0,0.0
353,2008-09-18,RA101,2.67,46.4,0.0,0.0
354,2008-09-19,RA101,2.62,41.2,0.0,0.0
355,2008-09-20,RA101,2.62,41.2,0.0,0.0
356,2008-09-21,RA101,2.56,35.5,0.0,0.0
357,2008-09-22,RA101,2.55,34.6,0.0,0.0
358,2008-09-23,RA101,2.55,34.6,0.0,0.0
359,2008-09-24,RA101,2.55,34.6,0.0,0.0
360,2008-09-25,RA101,2.54,33.8,0.0,0.0
361,2008-09-26,RA101,3.23,126.0,0.1,0.01
362,2008-09-27,RA101,2.9,74.6,0.05,0.0
363,2008-09-28,RA101,4.78,465.0,0.8,0.07
364,2008-09-29,RA101,4.7,445.0,0.0,0.0
365,2008-09-30,RA101,3.17,116.0,0.0,0.0
366,2008-10-03,RA101,3.0,89.0,0.0,0.0
367,2008-10-04,RA101,2.88,71.9,0.0,0.0
368,2008-10-05,RA101,2.82,64.0,0.0,0.0
369,2008-10-06,RA101,2.78,58.9,0.0,0.0
370,2008-10-07,RA101,2.74,54.0,0.0,0.0
371,2008-10-08,RA101,2.7,49.6,0.0,0.0
372,2008-10-09,RA101,2.71,50.7,0.0,0.0
373,2008-10-10,RA101,2.67,46.4,0.0,0.0
374,2008-10-11,RA101,2.64,43.3,0.0,0.0
375,2008-10-12,RA101,2.63,42.2,0.0,0.0
376,2008-10-13,RA101,2.61,40.2,0.0,0.0
377,2008-10-14,RA101,2.6,39.2,0.0,0.0
378,2008-10-15,RA101,2.6,39.2,0.0,0.0
379,2008-10-16,RA101,2.58,37.3,0.0,0.0
380,2008-10-17,RA101,2.57,36.4,0.0,0.0
381,2008-10-18,RA101,2.57,36.4,0.0,0.0
382,2008-10-19,RA101,2.57,36.4,0.0,0.0
383,2008-10-20,RA101,2.57,36.4,0.0,0.0
384,2008-10-21,RA101,2.57,36.4,0.0,0.0
385,2008-10-22,RA101,2.63,42.2,0.0,0.0
386,2008-10-23,RA101,2.72,51.8,0.0,0.0
387,2008-10-24,RA101,2.64,43.3,0.0,0.0
388,2008-10-25,RA101,3.68,211.0,0.3,0.02
389,2008-10-26,RA101,3.84,245.0,0.0,0.0
390,2008-10-27,RA101,2.8,61.4,0.0,0.0
391,2008-10-28,RA101,4.91,499.0,0.2,0.02
392,2008-10-29,RA101,4.14,311.0,0.0,0.0
393,2008-10-30,RA101,3.53,181.0,0.0,0.0
394,2008-10-31,RA101,3.21,122.0,0.0,0.0
395,2008-11-01,RA101,3.01,90.5,0.0,0.0
396,2008-11-02,RA101,2.92,77.4,0.0,0.0
397,2008-11-03,RA101,2.84,66.6,0.0,0.0
398,2008-11-04,RA101,2.8,61.4,0.0,0.0
399,2008-11-05,RA101,2.85,67.9,0.1,0.01
400,2008-11-06,RA101,3.31,140.0,0.1,0.01
401,2008-11-07,RA101,3.04,95.0,0.0,0.0
402,2008-11-08,RA101,3.1,104.0,0.1,0.01
403,2008-11-09,RA101,3.07,99.6,0.0,0.0
404,2008-11-10,RA101,2.96,83.1,0.0,0.0
405,2008-11-11,RA101,2.88,71.9,0.0,0.0
406,2008-11-12,RA101,2.83,65.3,0.0,0.0
407,2008-11-13,RA101,3.91,260.0,0.3,0.02
408,2008-11-14,RA101,3.47,169.0,0.0,0.0
409,2008-11-15,RA101,4.53,402.0,0.2,0.02
410,2008-11-16,RA101,4.49,392.0,0.1,0.01
411,2008-11-17,RA101,3.76,228.0,0.0,0.0
412,2008-11-18,RA101,3.46,167.0,0.0,0.0
413,2008-11-19,RA101,3.28,134.0,0.0,0.0
414,2008-11-20,RA101,3.14,111.0,0.0,0.0
415,2008-11-21,RA101,3.05,96.5,0.0,0.0
416,2008-11-22,RA101,2.98,86.0,0.0,0.0
417,2008-11-23,RA101,2.93,78.8,0.0,0.0
418,2008-11-24,RA101,3.0,89.0,0.0,0.0
419,2008-11-25,RA101,3.49,173.0,0.2,0.02
420,2008-11-26,RA101,3.2,121.0,0.0,0.0
421,2008-11-27,RA101,3.1,104.0,0.0,0.0
422,2008-11-28,RA101,3.02,92.0,0.0,0.0
423,2008-11-29,RA101,2.98,86.0,0.0,0.0
424,2008-11-30,RA101,4.37,364.0,0.2,0.02
425,2008-12-01,RA101,4.21,327.0,0.0,0.0
426,2008-12-02,RA101,3.65,205.0,0.0,0.0
427,2008-12-03,RA101,3.41,158.0,0.0,0.0
428,2008-12-04,RA101,3.26,131.0,0.0,0.0
429,2008-12-05,RA101,3.16,114.0,0.0,0.0
430,2008-12-06,RA101,3.07,99.6,0.01,0.0
431,2008-12-07,RA101,3.02,92.0,0.0,0.0
432,2008-12-08,RA101,2.97,84.6,0.0,0.0
433,2008-12-09,RA101,2.92,77.4,0.0,0.0
434,2008-12-12,RA101,8.33,1590.0,0.3,0.02
435,2008-12-13,RA101,5.58,679.0,0.0,0.0
436,2008-12-14,RA101,4.94,507.0,0.0,0.0
437,2008-12-15,RA101,4.69,442.0,0.0,0.0
438,2008-12-16,RA101,4.38,366.0,0.1,0.01
439,2008-12-17,RA101,5.09,546.0,0.4,0.03
440,2008-12-18,RA101,4.63,427.0,0.0,0.0
441,2008-12-19,RA101,5.9,771.0,0.2,0.02
442,2008-12-20,RA101,5.62,690.0,0.0,0.0
443,2008-12-21,RA101,4.79,468.0,0.1,0.01
444,2008-12-22,RA101,4.6,420.0,0.0,0.0
445,2008-12-23,RA101,4.23,331.0,0.0,0.0
446,2008-12-24,RA101,4.14,311.0,0.1,0.01
447,2008-12-25,RA101,4.33,354.0,0.1,0.01
448,2008-12-26,RA101,4.02,284.0,0.0,0.0
449,2008-12-27,RA101,3.79,234.0,0.02,0.0
450,2008-12-28,RA101,3.68,211.0,0.0,0.0
451,2008-12-29,RA101,3.58,191.0,0.0,0.0
452,2008-12-30,RA101,3.48,171.0,0.0,0.0
453,2008-12-31,RA101,3.38,152.0,0.03,0.0
454,2009-01-01,RA101,3.3,138.0,0.0,0.0
455,2009-01-02,RA101,3.22,124.0,0.0,0.0
456,2009-01-03,RA101,3.2,121.0,0.0,0.0
457,2009-01-04,RA101,3.14,111.0,0.0,0.0
458,2009-01-05,RA101,3.1,104.0,0.0,0.0
459,2009-01-06,RA101,3.11,106.0,0.02,0.0
460,2009-01-07,RA101,5.85,756.0,0.2,0.02
461,2009-01-08,RA101,5.24,586.0,0.0,0.0
462,2009-01-09,RA101,4.53,402.0,0.0,0.0
463,2009-01-10,RA101,4.1,302.0,0.03,0.0
464,2009-01-11,RA101,3.88,253.0,0.04,0.0
465,2009-01-12,RA101,3.7,215.0,0.0,0.0
466,2009-01-13,RA101,3.53,181.0,0.0,0.0
467,2009-01-14,RA101,3.44,164.0,0.0,0.0
468,2009-01-15,RA101,3.35,147.0,0.02,0.0
469,2009-01-16,RA101,3.28,134.0,0.0,0.0
470,2009-01-17,RA101,3.13,109.0,0.0,0.0
471,2009-01-18,RA101,3.14,111.0,0.0,0.0
472,2009-01-19,RA101,3.16,114.0,0.05,0.0
473,2009-01-20,RA101,3.15,112.0,0.0,0.0
474,2009-01-21,RA101,3.12,107.0,0.0,0.0
475,2009-01-22,RA101,3.07,99.6,0.0,0.0
476,2009-01-23,RA101,3.05,96.5,0.0,0.0
477,2009-01-24,RA101,3.04,95.0,0.0,0.0
478,2009-01-25,RA101,3.01,90.5,0.0,0.0
479,2009-01-26,RA101,3.0,89.0,0.0,0.0
480,2009-01-27,RA101,2.97,84.6,0.02,0.0
