,date,stid,gauge,discharge,rainfall_inches,rainfall_ft
4356,2019-09-28,RA101,2.55,34.6,0.02,0.0
4357,2019-09-29,RA101,2.6,39.3,0.02,0.0
4358,2019-09-30,RA101,2.58,37.4,0.0,0.0
4359,2019-10-01,RA101,2.57,36.4,0.0,0.0
4360,2019-10-02,RA101,2.6,39.3,0.1,0.01
4361,2019-10-03,RA101,2.77,57.9,0.06,0.0
4362,2019-10-04,RA101,2.73,53.2,0.0,0.0
4363,2019-10-05,RA101,2.63,42.3,0.0,0.0
4364,2019-10-06,RA101,2.59,38.3,0.0,0.0
4365,2019-10-07,RA101,2.62,41.3,0.03,0.0
4366,2019-10-08,RA101,2.76,56.7,0.04,0.0
4367,2019-10-09,RA101,3.14,113.0,0.08,0.01
4368,2019-10-10,RA101,3.07,101.0,0.0,0.0
4369,2019-10-11,RA101,2.72,52.0,0.0,0.0
4370,2019-10-12,RA101,2.66,45.4,0.0,0.0
4371,2019-10-13,RA101,2.63,42.3,0.0,0.0
4372,2019-10-14,RA101,2.62,41.3,0.0,0.0
4373,2019-10-15,RA101,2.62,41.3,0.0,0.0
4374,2019-10-16,RA101,5.0,619.0,0.35,0.03
4375,2019-10-17,RA101,4.67,511.0,0.0,0.0
4376,2019-10-18,RA101,2.94,80.6,0.0,0.0
4377,2019-10-19,RA101,2.8,61.6,0.0,0.0
4378,2019-10-20,RA101,2.74,54.3,0.0,0.0
4379,2019-10-21,RA101,3.36,155.0,0.0,0.0
4380,2019-10-22,RA101,3.58,205.0,0.23,0.02
4381,2019-10-23,RA101,3.75,249.0,0.0,0.0
4382,2019-10-24,RA101,3.06,99.1,0.0,0.0
4383,2019-10-25,RA101,2.93,79.1,0.0,0.0
4384,2019-10-26,RA101,2.87,70.8,0.03,0.0
4385,2019-10-27,RA101,5.06,639.0,0.22,0.02
4386,2019-10-28,RA101,3.71,238.0,0.0,0.0
4387,2019-10-29,RA101,3.16,116.0,0.0,0.0
4388,2019-10-30,RA101,3.02,92.7,0.0,0.0
4389,2019-10-31,RA101,4.05,328.0,0.18,0.02
4390,2019-11-01,RA101,3.8,261.0,0.14,0.01
4391,2019-11-02,RA101,3.23,129.0,0.0,0.0
4392,2019-11-03,RA101,3.1,106.0,0.0,0.0
4393,2019-11-04,RA101,3.02,92.7,0.0,0.0
4394,2019-11-05,RA101,2.96,83.5,0.0,0.0
4395,2019-11-06,RA101,2.92,77.7,0.0,0.0
4396,2019-11-07,RA101,2.88,72.1,0.05,0.0
4397,2019-11-08,RA101,2.88,72.1,0.0,0.0
4398,2019-11-09,RA101,2.82,64.2,0.0,0.0
4399,2019-11-10,RA101,2.79,60.4,0.0,0.0
4400,2019-11-11,RA101,2.78,59.1,0.0,0.0
4401,2019-11-12,RA101,2.79,60.4,0.06,0.0
4402,2019-11-13,RA101,2.78,59.1,0.0,0.0
4403,2019-11-14,RA101,2.74,54.3,0.0,0.0
4404,2019-11-15,RA101,2.73,53.2,0.0,0.0
4405,2019-11-16,RA101,2.72,52.0,0.0,0.0
4406,2019-11-17,RA101,2.71,50.9,0.0,0.0
4407,2019-11-18,RA101,2.83,65.4,0.08,0.01
4408,2019-11-19,RA101,2.81,62.9,0.0,0.0
4409,2019-11-20,RA101,2.78,59.1,0.0,0.0
4410,2019-11-21,RA101,2.74,54.3,0.0,0.0
4411,2019-11-22,RA101,2.73,53.2,0.04,0.0
4412,2019-11-23,RA101,2.75,55.5,0.03,0.0
4413,2019-11-24,RA101,4.08,336.0,0.18,0.02
4414,2019-11-25,RA101,3.29,141.0,0.0,0.0
4415,2019-11-26,RA101,3.08,102.0,0.0,0.0
4416,2019-11-27,RA101,2.94,80.6,0.0,0.0
4417,2019-11-28,RA101,2.86,69.4,0.0,0.0
4418,2019-11-29,RA101,2.78,59.1,0.0,0.0
4419,2019-11-30,RA101,2.76,56.7,0.0,0.0
4420,2019-12-01,RA101,3.63,217.0,0.14,0.01
4421,2019-12-02,RA101,3.57,202.0,0.04,0.0
4422,2019-12-03,RA101,3.45,174.0,0.0,0.0
4423,2019-12-04,RA101,3.17,118.0,0.02,0.0
4424,2019-12-05,RA101,3.1,106.0,0.0,0.0
4425,2019-12-06,RA101,3.01,91.2,0.03,0.0
4426,2019-12-07,RA101,2.96,83.5,0.0,0.0
4427,2019-12-08,RA101,2.9,74.9,0.0,0.0
4428,2019-12-09,RA101,5.79,889.0,0.28,0.02
4429,2019-12-10,RA101,5.76,879.0,0.07,0.01
4430,2019-12-11,RA101,4.31,401.0,0.03,0.0
4431,2019-12-12,RA101,3.95,300.0,0.0,0.0
4432,2019-12-13,RA101,3.99,311.0,0.16,0.01
4433,2019-12-14,RA101,5.38,746.0,0.15,0.01
4434,2019-12-15,RA101,4.36,416.0,0.0,0.0
4435,2019-12-16,RA101,3.96,303.0,0.03,0.0
4436,2019-12-17,RA101,5.33,729.0,0.24,0.02
4437,2019-12-18,RA101,5.01,623.0,0.02,0.0
4438,2019-12-19,RA101,4.36,416.0,0.0,0.0
4439,2019-12-20,RA101,3.99,311.0,0.0,0.0
4440,2019-12-21,RA101,3.65,222.0,0.0,0.0
4441,2019-12-22,RA101,3.49,184.0,0.0,0.0
4442,2019-12-23,RA101,3.38,159.0,0.0,0.0
4443,2019-12-24,RA101,3.3,143.0,0.0,0.0
4444,2019-12-25,RA101,3.22,127.0,0.0,0.0
4445,2019-12-26,RA101,3.17,118.0,0.0,0.0
4446,2019-12-27,RA101,3.13,111.0,0.0,0.0
4447,2019-12-28,RA101,3.1,106.0,0.0,0.0
4448,2019-12-29,RA101,3.31,145.0,0.07,0.01
4449,2019-12-30,RA101,4.5,459.0,0.18,0.02
4450,2019-12-31,RA101,4.27,390.0,0.0,0.0
4451,2020-01-01,RA101,3.79,259.0,0.0,0.0
4452,2020-01-02,RA101,3.58,205.0,0.0,0.0
4453,2020-01-03,RA101,3.43,170.0,0.05,0.0
4454,2020-01-04,RA101,3.54,195.0,0.05,0.0
4455,2020-01-05,RA101,3.45,174.0,0.0,0.0
4456,2020-01-06,RA101,3.34,151.0,0.01,0.0
4457,2020-01-07,RA101,3.27,137.0,0.02,0.0
4458,2020-01-08,RA101,3.24,131.0,0.0,0.0
4459,2020-01-09,RA101,3.16,116.0,0.0,0.0
4460,2020-01-10,RA101,3.1,106.0,0.0,0.0
4461,2020-01-11,RA101,3.06,99.1,0.0,0.0
4462,2020-01-12,RA101,3.13,111.0,0.05,0.0
4463,2020-01-13,RA101,3.1,106.0,0.0,0.0
4464,2020-01-14,RA101,3.05,97.5,0.0,0.0
4465,2020-01-15,RA101,3.03,94.3,0.0,0.0
4466,2020-01-16,RA101,3.05,97.5,0.03,0.0
4467,2020-01-17,RA101,3.0,89.6,0.0,0.0
4468,2020-01-18,RA101,3.03,94.3,0.05,0.0
4469,2020-01-19,RA101,3.12,109.0,0.01,0.0
4470,2020-01-20,RA101,3.06,99.1,0.0,0.0
4471,2020-01-21,RA101,3.01,91.2,0.0,0.0
4472,2020-01-22,RA101,2.96,83.5,0.0,0.0
4473,2020-01-23,RA101,2.93,79.1,0.0,0.0
4474,2020-01-24,RA101,2.91,76.3,0.0,0.0
4475,2020-01-25,RA101,5.92,937.0,0.37,0.03
4476,2020-01-26,RA101,4.75,536.0,0.0,0.0
4477,2020-01-27,RA101,4.02,306.0,0.0,0.0
4478,2020-01-28,RA101,3.76,235.0,0.0,0.0
4479,2020-01-29,RA101,3.51,171.0,0.0,0.0
4480,2020-01-30,RA101,3.34,135.0,0.0,0.0
4481,2020-01-31,RA101,3.22,113.0,0.02,0.0
4482,2020-02-01,RA101,3.14,99.1,0.02,0.0
4483,2020-02-02,RA101,3.11,94.3,0.03,0.0
4484,2020-02-03,RA101,3.11,94.3,0.0,0.0
4485,2020-02-04,RA101,3.07,88.1,0.01,0.0
4486,2020-02-05,RA101,3.07,88.1,0.02,0.0
4487,2020-02-06,RA101,4.17,350.0,0.18,0.02
4488,2020-02-07,RA101,3.93,281.0,0.07,0.01
4489,2020-02-08,RA101,3.79,243.0,0.0,0.0
4490,2020-02-09,RA101,3.51,171.0,0.0,0.0
4491,2020-02-10,RA101,3.79,243.0,0.05,0.0
4492,2020-02-11,RA101,4.32,394.0,0.18,0.02
4493,2020-02-12,RA101,4.02,306.0,0.05,0.0
4494,2020-02-13,RA101,4.15,344.0,0.11,0.01
4495,2020-02-14,RA101,3.98,295.0,0.0,0.0
4496,2020-02-15,RA101,3.65,206.0,0.0,0.0
4497,2020-02-16,RA101,3.46,160.0,0.0,0.0
4498,2020-02-17,RA101,3.37,141.0,0.0,0.0
4499,2020-02-18,RA101,3.3,127.0,0.0,0.0
4500,2020-02-19,RA101,3.25,118.0,0.0,0.0
4501,2020-02-20,RA101,3.21,111.0,0.0,0.0
4502,2020-02-21,RA101,3.15,101.0,0.0,0.0
4503,2020-02-22,RA101,3.09,91.2,0.0,0.0
4504,2020-02-23,RA101,3.05,85.0,0.0,0.0
4505,2020-02-24,RA101,3.06,86.5,0.0,0.0
4506,2020-02-25,RA101,3.16,102.0,0.09,0.01
4507,2020-02-26,RA101,3.16,102.0,0.0,0.0
4508,2020-02-27,RA101,3.39,145.0,0.09,0.01
4509,2020-02-28,RA101,3.17,104.0,0.0,0.0
4510,2020-02-29,RA101,3.09,91.2,0.0,0.0
4511,2020-03-01,RA101,3.02,80.6,0.0,0.0
4512,2020-03-02,RA101,2.99,76.3,0.0,0.0
4513,2020-03-03,RA101,3.46,160.0,0.23,0.02
4514,2020-03-04,RA101,3.86,262.0,0.0,0.0
4515,2020-03-05,RA101,3.24,116.0,0.0,0.0
4516,2020-03-06,RA101,3.33,133.0,0.08,0.01
4517,2020-03-07,RA101,3.37,141.0,0.03,0.0
4518,2020-03-08,RA101,3.17,104.0,0.0,0.0
4519,2020-03-09,RA101,3.11,94.3,0.0,0.0
4520,2020-03-10,RA101,3.06,86.5,0.02,0.0
4521,2020-03-11,RA101,3.04,83.5,0.0,0.0
4522,2020-03-12,RA101,3.02,80.6,0.0,0.0
4523,2020-03-13,RA101,3.58,188.0,0.14,0.01
4524,2020-03-14,RA101,3.24,116.0,0.03,0.0
4525,2020-03-15,RA101,3.08,89.6,0.03,0.0
4526,2020-03-16,RA101,3.01,79.1,0.0,0.0
4527,2020-03-17,RA101,3.03,82.1,0.09,0.01
4528,2020-03-18,RA101,3.0,77.7,0.0,0.0
4529,2020-03-19,RA101,5.23,695.0,0.2,0.02
4530,2020-03-20,RA101,4.1,329.0,0.03,0.0
4531,2020-03-21,RA101,3.75,232.0,0.0,0.0
4532,2020-03-22,RA101,3.5,169.0,0.0,0.0
4533,2020-03-23,RA101,5.46,773.0,0.18,0.02
4534,2020-03-24,RA101,5.21,688.0,0.0,0.0
4535,2020-03-25,RA101,4.17,350.0,0.07,0.01
4536,2020-03-26,RA101,3.78,240.0,0.0,0.0
4537,2020-03-27,RA101,3.58,188.0,0.0,0.0
4538,2020-03-28,RA101,4.18,353.0,0.18,0.02
4539,2020-03-29,RA101,4.44,432.0,0.0,0.0
4540,2020-03-30,RA101,3.82,252.0,0.0,0.0
4541,2020-03-31,RA101,3.61,195.0,0.0,0.0
4542,2020-04-01,RA101,3.5,169.0,0.0,0.0
4543,2020-04-02,RA101,3.39,145.0,0.0,0.0
4544,2020-04-03,RA101,3.29,125.0,0.03,0.0
4545,2020-04-04,RA101,3.21,111.0,0.0,0.0
4546,2020-04-05,RA101,3.16,102.0,0.0,0.0
4547,2020-04-06,RA101,3.14,99.1,0.03,0.0
4548,2020-04-07,RA101,3.11,94.3,0.0,0.0
4549,2020-04-08,RA101,3.78,240.0,0.28,0.02
4550,2020-04-09,RA101,3.36,139.0,0.04,0.0
4551,2020-04-10,RA101,3.32,131.0,0.02,0.0
4552,2020-04-11,RA101,3.18,106.0,0.0,0.0
4553,2020-04-12,RA101,3.11,94.3,0.0,0.0
4554,2020-04-13,RA101,6.27,1070.0,0.33,0.03
4555,2020-04-14,RA101,5.32,725.0,0.0,0.0
4556,2020-04-15,RA101,4.52,457.0,0.09,0.01
4557,2020-04-16,RA101,4.1,329.0,0.0,0.0
4558,2020-04-17,RA101,3.73,227.0,0.02,0.0
4559,2020-04-18,RA101,3.52,174.0,0.02,0.0
4560,2020-04-19,RA101,3.41,149.0,0.0,0.0
4561,2020-04-20,RA101,3.31,129.0,0.0,0.0
4562,2020-04-21,RA101,3.56,183.0,0.15,0.01
4563,2020-04-22,RA101,3.44,156.0,0.0,0.0
4564,2020-04-23,RA101,3.2,109.0,0.03,0.0
4565,2020-04-24,RA101,4.57,473.0,0.18,0.02
4566,2020-04-25,RA101,4.19,356.0,0.0,0.0
4567,2020-04-26,RA101,3.81,249.0,0.04,0.0
4568,2020-04-27,RA101,3.74,229.0,0.0,0.0
4569,2020-04-28,RA101,3.54,178.0,0.0,0.0
4570,2020-04-29,RA101,3.42,151.0,0.0,0.0
4571,2020-04-30,RA101,3.94,284.0,0.23,0.02
4572,2020-05-01,RA101,4.65,499.0,0.06,0.0
4573,2020-05-02,RA101,3.84,257.0,0.0,0.0
4574,2020-05-03,RA101,3.54,178.0,0.03,0.0
4575,2020-05-04,RA101,3.42,151.0,0.0,0.0
4576,2020-05-05,RA101,3.31,129.0,0.0,0.0
4577,2020-05-06,RA101,3.24,116.0,0.05,0.0
4578,2020-05-07,RA101,3.2,109.0,0.0,0.0
4579,2020-05-08,RA101,3.55,181.0,0.11,0.01
4580,2020-05-09,RA101,3.91,275.0,0.07,0.01
4581,2020-05-10,RA101,3.28,123.0,0.0,0.0
4582,2020-05-11,RA101,3.15,101.0,0.05,0.0
4583,2020-05-12,RA101,3.13,97.5,0.0,0.0
4584,2020-05-13,RA101,3.04,83.5,0.0,0.0
4585,2020-05-14,RA101,2.99,76.3,0.0,0.0
4586,2020-05-15,RA101,2.95,70.8,0.0,0.0
4587,2020-05-16,RA101,2.93,68.1,0.0,0.0
4588,2020-05-17,RA101,2.88,61.6,0.01,0.0
4589,2020-05-18,RA101,2.85,57.9,0.0,0.0
4590,2020-05-19,RA101,2.83,55.5,0.0,0.0
4591,2020-05-20,RA101,2.82,54.3,0.0,0.0
4592,2020-05-21,RA101,2.76,47.6,0.0,0.0
4593,2020-05-22,RA101,3.1,92.7,0.13,0.01
4594,2020-05-23,RA101,3.26,120.0,0.21,0.02
4595,2020-05-24,RA101,2.94,69.4,0.0,0.0
4596,2020-05-25,RA101,2.82,54.3,0.0,0.0
4597,2020-05-26,RA101,2.79,50.9,0.0,0.0
4598,2020-05-27,RA101,2.78,49.8,0.0,0.0
4599,2020-05-28,RA101,2.82,54.3,0.0,0.0
4600,2020-05-29,RA101,2.82,54.3,0.08,0.01
4601,2020-05-30,RA101,2.85,57.9,0.0,0.0
4602,2020-05-31,RA101,2.75,46.5,0.0,0.0
4603,2020-06-01,RA101,2.7,41.3,0.0,0.0
4604,2020-06-02,RA101,2.71,42.3,0.0,0.0
4605,2020-06-03,RA101,4.17,361.0,0.28,0.02
4606,2020-06-04,RA101,3.19,122.0,0.0,0.0
4607,2020-06-05,RA101,4.35,413.0,0.41,0.03
4608,2020-06-06,RA101,3.92,292.0,0.01,0.0
4609,2020-06-07,RA101,3.27,137.0,0.0,0.0
4610,2020-06-08,RA101,3.29,141.0,0.0,0.0
4611,2020-06-09,RA101,3.14,113.0,0.0,0.0
4612,2020-06-10,RA101,3.01,91.2,0.0,0.0
4613,2020-06-11,RA101,3.22,127.0,0.24,0.02
4614,2020-06-12,RA101,3.08,102.0,0.0,0.0
4615,2020-06-13,RA101,2.84,66.8,0.0,0.0
4616,2020-06-14,RA101,2.77,57.9,0.0,0.0
4617,2020-06-15,RA101,2.73,53.2,0.0,0.0
4618,2020-06-16,RA101,2.7,49.8,0.0,0.0
4619,2020-06-17,RA101,2.67,46.5,0.0,0.0
4620,2020-06-18,RA101,2.98,86.5,0.16,0.01
4621,2020-06-19,RA101,2.79,60.4,0.0,0.0
4622,2020-06-20,RA101,2.89,73.5,0.12,0.01
4623,2020-06-21,RA101,2.69,48.7,0.0,0.0
4624,2020-06-22,RA101,2.66,45.4,0.0,0.0
4625,2020-06-23,RA101,2.65,44.4,0.0,0.0
4626,2020-06-24,RA101,2.65,44.4,0.0,0.0
4627,2020-06-25,RA101,2.6,39.3,0.04,0.0
4628,2020-06-26,RA101,2.56,35.5,0.0,0.0
4629,2020-06-27,RA101,2.94,80.6,0.19,0.02
4630,2020-06-28,RA101,2.97,85.0,0.15,0.01
4631,2020-06-29,RA101,3.09,104.0,0.0,0.0
4632,2020-06-30,RA101,2.75,55.5,0.0,0.0
4633,2020-07-01,RA101,2.96,83.5,0.02,0.0
4634,2020-07-02,RA101,2.92,77.7,0.0,0.0
4635,2020-07-03,RA101,3.02,92.7,0.15,0.01
4636,2020-07-04,RA101,3.21,125.0,0.0,0.0
4637,2020-07-05,RA101,3.08,102.0,0.0,0.0
4638,2020-07-06,RA101,2.92,77.7,0.16,0.01
4639,2020-07-07,RA101,3.52,190.0,0.0,0.0
4640,2020-07-08,RA101,3.6,210.0,0.0,0.0
4641,2020-07-09,RA101,2.88,72.1,0.0,0.0
4642,2020-07-10,RA101,6.07,992.0,0.85,0.07
4643,2020-07-11,RA101,4.98,613.0,0.0,0.0
4644,2020-07-12,RA101,4.04,325.0,0.0,0.0
4645,2020-07-13,RA101,3.71,238.0,0.03,0.0
4646,2020-07-14,RA101,3.37,157.0,0.0,0.0
4647,2020-07-15,RA101,3.1,106.0,0.0,0.0
4648,2020-07-16,RA101,2.97,85.0,0.0,0.0
4649,2020-07-17,RA101,2.87,70.8,0.01,0.0
4650,2020-07-18,RA101,2.81,62.9,0.0,0.0
4651,2020-07-19,RA101,2.74,54.3,0.0,0.0
4652,2020-07-20,RA101,2.69,48.7,0.0,0.0
4653,2020-07-21,RA101,2.65,44.4,0.0,0.0
4654,2020-07-22,RA101,2.9,74.9,0.25,0.02
4655,2020-07-23,RA101,3.73,243.0,0.17,0.01
4656,2020-07-24,RA101,3.62,215.0,0.27,0.02
4657,2020-07-25,RA101,2.93,79.1,0.0,0.0
4658,2020-07-26,RA101,2.74,54.3,0.0,0.0
4659,2020-07-27,RA101,2.69,48.7,0.0,0.0
4660,2020-07-28,RA101,2.66,45.4,0.0,0.0
4661,2020-07-29,RA101,2.62,41.3,0.0,0.0
4662,2020-07-30,RA101,2.59,38.3,0.0,0.0
4663,2020-07-31,RA101,2.72,52.0,0.24,0.02
4664,2020-08-01,RA101,2.64,43.3,0.0,0.0
4665,2020-08-02,RA101,2.61,40.3,0.0,0.0
4666,2020-08-03,RA101,2.59,38.3,0.06,0.0
4667,2020-08-04,RA101,5.61,826.0,0.55,0.05
4668,2020-08-05,RA101,3.62,215.0,0.0,0.0
4669,2020-08-06,RA101,3.05,97.5,0.15,0.01
4670,2020-08-07,RA101,3.79,259.0,0.24,0.02
4671,2020-08-08,RA101,3.97,306.0,0.0,0.0
4672,2020-08-09,RA101,2.9,74.9,0.0,0.0
4673,2020-08-10,RA101,2.79,60.4,0.0,0.0
4674,2020-08-11,RA101,2.74,54.3,0.0,0.0
4675,2020-08-12,RA101,2.82,64.2,0.05,0.0
4676,2020-08-13,RA101,3.14,113.0,0.03,0.0
4677,2020-08-14,RA101,3.07,101.0,0.0,0.0
4678,2020-08-15,RA101,2.8,61.6,0.0,0.0
4679,2020-08-16,RA101,3.11,107.0,0.09,0.01
4680,2020-08-17,RA101,2.9,74.9,0.08,0.01
4681,2020-08-18,RA101,2.74,54.3,0.0,0.0
4682,2020-08-19,RA101,2.87,70.8,0.01,0.0
4683,2020-08-20,RA101,2.85,68.1,0.0,0.0
4684,2020-08-21,RA101,2.67,46.5,0.0,0.0
4685,2020-08-22,RA101,2.6,39.3,0.0,0.0
4686,2020-08-23,RA101,2.57,36.4,0.06,0.0
4687,2020-08-24,RA101,2.55,34.6,0.0,0.0
4688,2020-08-25,RA101,2.53,32.8,0.0,0.0
4689,2020-08-26,RA101,2.51,31.0,0.0,0.0
4690,2020-08-27,RA101,2.5,30.2,0.06,0.0
4691,2020-08-28,RA101,3.28,139.0,0.18,0.02
4692,2020-08-29,RA101,3.19,122.0,0.07,0.01
4693,2020-08-30,RA101,2.67,46.5,0.0,0.0
4694,2020-08-31,RA101,2.57,36.4,0.01,0.0
4695,2020-09-01,RA101,2.51,31.0,0.03,0.0
4696,2020-09-02,RA101,2.5,30.2,0.05,0.0
4697,2020-09-03,RA101,4.69,518.0,0.95,0.08
4698,2020-09-04,RA101,5.31,722.0,0.0,0.0
4699,2020-09-05,RA101,3.24,131.0,0.0,0.0
4700,2020-09-06,RA101,2.81,62.9,0.0,0.0
4701,2020-09-07,RA101,2.64,43.3,0.0,0.0
4702,2020-09-08,RA101,2.58,37.4,0.0,0.0
4703,2020-09-09,RA101,2.54,33.7,0.0,0.0
4704,2020-09-10,RA101,5.35,735.0,0.4,0.03
4705,2020-09-11,RA101,5.41,756.0,0.0,0.0
4706,2020-09-12,RA101,3.0,89.6,0.0,0.0
4707,2020-09-13,RA101,2.76,56.7,0.0,0.0
4708,2020-09-14,RA101,2.67,46.5,0.0,0.0
4709,2020-09-15,RA101,2.62,41.3,0.0,0.0
4710,2020-09-16,RA101,2.57,36.4,0.0,0.0
4711,2020-09-17,RA101,2.57,36.4,0.0,0.0
4712,2020-09-18,RA101,2.66,45.4,0.03,0.0
4713,2020-09-19,RA101,2.51,31.0,0.0,0.0
4714,2020-09-20,RA101,2.48,28.5,0.0,0.0
4715,2020-09-21,RA101,2.47,27.7,0.0,0.0
4716,2020-09-22,RA101,2.46,26.9,0.0,0.0
4717,2020-09-23,RA101,2.45,26.1,0.0,0.0
4718,2020-09-24,RA101,2.45,26.1,0.0,0.0
4719,2020-09-25,RA101,2.45,26.1,0.0,0.0
4720,2020-09-26,RA101,2.45,26.1,0.02,0.0
4721,2020-09-27,RA101,2.45,26.1,0.0,0.0
4722,2020-09-28,RA101,2.49,29.3,0.09,0.01
4723,2020-09-29,RA101,4.78,547.0,0.53,0.04
4724,2020-09-30,RA101,6.9,1320.0,0.91,0.08
4725,2020-10-01,RA101,3.82,266.0,0.0,0.0
4726,2020-10-02,RA101,3.31,145.0,0.01,0.0
4727,2020-10-03,RA101,3.05,97.5,0.0,0.0
4728,2020-10-04,RA101,2.87,70.8,0.0,0.0
4729,2020-10-05,RA101,2.79,60.4,0.0,0.0
4730,2020-10-06,RA101,2.73,53.2,0.0,0.0
4731,2020-10-07,RA101,2.69,48.7,0.0,0.0
4732,2020-10-08,RA101,2.64,43.3,0.0,0.0
4733,2020-10-09,RA101,2.61,40.3,0.0,0.0
4734,2020-10-10,RA101,2.61,40.3,0.0,0.0
4735,2020-10-11,RA101,2.59,38.3,0.0,0.0
4736,2020-10-12,RA101,4.37,419.0,0.16,0.01
4737,2020-10-13,RA101,3.54,195.0,0.09,0.01
4738,2020-10-14,RA101,3.23,129.0,0.0,0.0
4739,2020-10-15,RA101,3.05,97.5,0.0,0.0
4740,2020-10-16,RA101,5.14,665.0,0.26,0.02
4741,2020-10-17,RA101,4.11,345.0,0.0,0.0
4742,2020-10-18,RA101,3.51,188.0,0.0,0.0
4743,2020-10-19,RA101,3.27,137.0,0.0,0.0
4744,2020-10-20,RA101,3.13,111.0,0.0,0.0
4745,2020-10-21,RA101,3.02,92.7,0.0,0.0
4746,2020-10-22,RA101,2.92,77.7,0.0,0.0
4747,2020-10-23,RA101,2.86,69.4,0.0,0.0
4748,2020-10-24,RA101,2.81,62.9,0.0,0.0
4749,2020-10-25,RA101,2.75,55.5,0.02,0.0
4750,2020-10-26,RA101,2.75,55.5,0.03,0.0
4751,2020-10-27,RA101,2.75,55.5,0.0,0.0
4752,2020-10-28,RA101,2.72,52.0,0.0,0.0
4753,2020-10-29,RA101,5.41,756.0,0.26,0.02
4754,2020-10-30,RA101,5.05,636.0,0.15,0.01
4755,2020-10-31,RA101,4.45,443.0,0.0,0.0
4756,2020-11-01,RA101,4.3,398.0,0.2,0.02
4757,2020-11-02,RA101,4.08,336.0,0.0,0.0
4758,2020-11-03,RA101,3.58,205.0,0.0,0.0
4759,2020-11-04,RA101,3.37,157.0,0.0,0.0
4760,2020-11-05,RA101,3.22,127.0,0.0,0.0
4761,2020-11-06,RA101,3.11,107.0,0.0,0.0
4762,2020-11-07,RA101,3.01,91.2,0.0,0.0
4763,2020-11-08,RA101,2.93,79.1,0.0,0.0
4764,2020-11-09,RA101,2.9,74.9,0.0,0.0
4765,2020-11-10,RA101,2.87,70.8,0.0,0.0
4766,2020-11-11,RA101,4.49,456.0,0.5,0.04
4767,2020-11-12,RA101,4.57,480.0,0.09,0.01
4768,2020-11-13,RA101,3.73,243.0,0.02,0.0
4769,2020-11-14,RA101,3.59,207.0,0.0,0.0
4770,2020-11-15,RA101,3.46,177.0,0.19,0.02
4771,2020-11-16,RA101,3.54,195.0,0.0,0.0
4772,2020-11-17,RA101,3.33,149.0,0.0,0.0
4773,2020-11-18,RA101,3.24,131.0,0.0,0.0
4774,2020-11-19,RA101,3.13,111.0,0.0,0.0
4775,2020-11-20,RA101,3.07,101.0,0.0,0.0
4776,2020-11-21,RA101,3.02,92.7,0.0,0.0
4777,2020-11-22,RA101,2.96,83.5,0.0,0.0
4778,2020-11-23,RA101,3.25,133.0,0.12,0.01
4779,2020-11-24,RA101,3.08,102.0,0.0,0.0
4780,2020-11-25,RA101,3.0,89.6,0.0,0.0
4781,2020-11-26,RA101,4.14,353.0,0.41,0.03
4782,2020-11-27,RA101,3.51,188.0,0.0,0.0
4783,2020-11-28,RA101,3.25,133.0,0.03,0.0
4784,2020-11-29,RA101,3.13,111.0,0.0,0.0
4785,2020-11-30,RA101,7.56,1600.0,0.54,0.05
4786,2020-12-01,RA101,7.71,1670.0,0.0,0.0
4787,2020-12-02,RA101,4.38,422.0,0.0,0.0
4788,2020-12-03,RA101,3.85,274.0,0.0,0.0
4789,2020-12-04,RA101,3.57,202.0,0.04,0.0
4790,2020-12-05,RA101,5.61,826.0,0.16,0.01
4791,2020-12-06,RA101,4.46,446.0,0.0,0.0
4792,2020-12-07,RA101,4.06,330.0,0.0,0.0
4793,2020-12-08,RA101,3.81,264.0,0.0,0.0
4794,2020-12-09,RA101,3.57,202.0,0.03,0.0
4795,2020-12-10,RA101,3.4,163.0,0.0,0.0
4796,2020-12-11,RA101,3.3,143.0,0.0,0.0
4797,2020-12-12,RA101,3.23,129.0,0.0,0.0
4798,2020-12-13,RA101,3.17,118.0,0.0,0.0
4799,2020-12-14,RA101,3.8,261.0,0.16,0.01
4800,2020-12-15,RA101,3.58,205.0,0.0,0.0
4801,2020-12-16,RA101,3.32,147.0,0.14,0.01
4802,2020-12-17,RA101,3.36,155.0,0.08,0.01
4803,2020-12-18,RA101,3.34,151.0,0.0,0.0
4804,2020-12-19,RA101,3.25,133.0,0.0,0.0
4805,2020-12-20,RA101,3.17,118.0,0.01,0.0
4806,2020-12-21,RA101,3.27,137.0,0.0,0.0
4807,2020-12-22,RA101,3.83,269.0,0.04,0.0
4808,2020-12-23,RA101,3.81,264.0,0.0,0.0
4809,2020-12-24,RA101,4.28,393.0,0.41,0.03
4810,2020-12-25,RA101,6.7,1240.0,0.44,0.04
4811,2020-12-26,RA101,4.99,616.0,0.0,0.0
4812,2020-12-27,RA101,4.52,465.0,0.0,0.0
4813,2020-12-28,RA101,4.1,342.0,0.0,0.0
4814,2020-12-29,RA101,3.8,261.0,0.0,0.0
4815,2020-12-30,RA101,3.6,210.0,0.0,0.0
4816,2020-12-31,RA101,3.62,215.0,0.07,0.01
4817,2021-01-01,RA101,4.66,508.0,0.21,0.02
4818,2021-01-02,RA101,5.24,698.0,0.03,0.0
4819,2021-01-03,RA101,4.08,336.0,0.04,0.0
4820,2021-01-04,RA101,4.01,316.0,0.0,0.0
